index,left,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,sales,salary
38,1,0.11,0.89,6,306,4,0,0,technical,low
7056,0,0.91,1.0,6,242,3,1,0,hr,medium
9868,0,0.69,0.98,3,261,4,0,0,sales,medium
6279,0,0.23,0.97,4,200,3,0,0,sales,low
6080,0,0.31,0.61,4,97,2,0,0,support,low
65,1,0.81,0.7,6,161,4,0,0,IT,medium
10356,0,0.99,0.73,3,181,2,0,0,support,medium
13193,0,0.88,0.82,3,265,3,0,0,product_mng,medium
5526,0,0.84,0.78,5,172,2,0,1,accounting,high
10657,0,0.81,0.86,4,213,3,0,0,support,low
5762,0,0.79,0.9,5,212,5,0,0,technical,low
14367,1,0.83,1.0,5,240,5,0,0,support,low
11844,0,0.69,0.75,3,253,3,0,0,management,high
444,1,0.39,0.54,2,127,3,0,0,IT,low
9770,0,0.79,0.74,2,158,3,0,0,RandD,medium
2853,0,0.55,0.81,4,267,5,0,0,accounting,low
11979,0,0.52,0.55,5,174,3,1,0,sales,medium
2900,0,0.88,0.67,5,260,3,1,0,RandD,low
1797,1,0.44,0.46,2,138,3,0,0,technical,low
8244,0,0.71,0.73,3,274,3,0,0,marketing,low
1536,1,0.09,0.84,7,260,4,0,0,sales,low
3696,0,0.7,0.57,4,211,3,0,0,hr,high
9288,0,0.94,0.63,5,261,3,0,0,support,low
7755,0,0.66,0.72,3,135,2,0,0,support,medium
5257,0,0.83,0.56,4,269,3,0,0,product_mng,low
9314,0,0.74,0.95,5,170,4,0,0,technical,medium
6501,0,0.38,0.79,5,176,3,0,0,sales,low
9578,0,0.55,0.95,4,249,4,0,0,technical,medium
9914,0,0.7,0.76,3,173,2,0,0,product_mng,low
11427,0,0.84,0.8,4,236,3,0,0,marketing,low
6104,0,0.99,0.85,5,261,4,0,0,RandD,medium
9602,0,0.99,0.68,4,238,3,0,0,IT,low
3925,0,0.14,0.68,4,273,5,1,0,hr,medium
4518,0,0.53,0.59,3,231,2,0,0,sales,low
5519,0,0.98,0.57,5,141,3,0,1,sales,high
12452,1,0.1,0.87,6,286,4,0,0,IT,medium
9353,0,0.73,0.55,3,149,3,0,0,technical,low
667,1,0.91,0.97,4,274,6,0,0,technical,low
8482,0,0.92,0.91,3,160,2,0,0,marketing,high
10503,0,0.59,0.9,4,173,3,0,0,support,medium
6023,0,0.39,0.38,4,135,2,0,0,product_mng,high
12118,1,0.37,0.57,2,133,3,0,0,technical,low
6934,0,0.8,0.71,4,200,2,0,0,IT,low
10648,0,0.99,0.81,3,183,2,0,0,technical,low
2958,0,0.38,0.77,2,170,3,0,0,technical,high
10053,0,0.62,0.54,4,212,4,0,0,support,medium
14657,1,0.44,0.46,2,143,3,0,0,IT,low
10089,0,0.75,0.53,3,166,3,0,0,sales,high
4401,0,0.6,0.72,4,267,4,0,0,support,low
3184,0,0.6,0.83,3,230,3,0,0,support,medium
11264,0,0.58,0.91,3,154,10,0,0,product_mng,high
9018,0,0.94,0.61,4,199,3,0,0,sales,low
8835,0,0.92,0.89,4,236,4,1,0,technical,medium
11604,0,0.5,0.49,4,222,3,0,0,management,high
5454,0,0.41,0.47,6,171,2,0,0,technical,low
895,1,0.1,0.79,6,294,4,0,0,technical,medium
6307,0,0.7,0.87,4,252,2,1,0,support,low
11407,0,0.86,0.95,4,149,3,0,1,sales,medium
2848,0,0.53,0.92,3,207,4,1,0,sales,low
14107,0,0.72,0.99,3,143,4,0,0,sales,low
12545,1,0.78,1.0,5,236,5,0,0,sales,medium
5800,0,0.99,0.9,4,177,3,0,0,RandD,low
7749,0,0.6,0.54,3,136,3,1,0,technical,low
13954,0,0.79,0.86,5,238,8,0,0,sales,low
7277,0,0.55,0.68,3,185,2,0,0,sales,low
825,1,0.11,0.86,6,308,4,0,0,IT,low
4986,0,0.57,0.68,3,254,4,0,0,sales,low
11890,0,0.39,0.75,6,185,3,0,1,management,high
1141,1,0.46,0.48,2,129,3,0,0,sales,low
3986,0,0.42,0.75,3,163,2,1,0,sales,low
5915,0,0.91,0.57,3,158,3,0,0,technical,low
12600,1,0.77,0.98,5,259,6,0,0,product_mng,low
1850,1,0.42,0.47,2,135,3,0,0,sales,low
12112,1,0.43,0.52,2,160,3,0,0,technical,low
4162,0,0.64,0.93,5,198,2,0,0,technical,high
5284,0,0.98,0.56,5,180,3,0,0,sales,medium
6739,0,0.74,0.77,4,206,3,0,0,sales,low
8462,0,0.56,1.0,3,272,2,0,0,IT,medium
14075,0,0.77,0.55,3,217,3,0,0,support,medium
5496,0,0.65,0.56,3,259,3,0,0,marketing,medium
11515,0,0.93,0.87,4,139,8,0,0,technical,medium
14333,1,0.75,1.0,4,216,6,0,0,technical,low
5220,0,0.53,0.5,4,185,3,0,0,hr,low
13785,0,0.49,0.52,4,161,7,0,0,management,high
7674,0,0.4,0.65,6,172,2,1,0,technical,low
13227,0,0.62,0.79,4,268,6,0,0,sales,medium
921,1,0.4,0.48,2,138,3,0,0,marketing,medium
878,1,0.38,0.47,2,143,3,0,0,technical,low
1482,1,0.09,0.77,6,310,4,0,0,hr,low
1123,1,0.1,0.9,7,301,4,0,0,technical,medium
1374,1,0.78,0.81,4,253,5,0,0,marketing,low
10720,0,0.52,0.96,3,271,3,1,0,technical,medium
3464,0,0.54,0.84,4,223,3,0,0,accounting,medium
87,1,0.44,0.45,2,132,3,0,0,sales,low
8541,0,0.5,0.84,3,259,2,0,0,product_mng,high
1469,1,0.4,0.65,2,296,5,0,0,sales,medium
7479,0,0.65,0.97,3,198,3,0,0,RandD,low
1944,1,0.76,0.89,5,238,5,0,0,technical,high
8328,0,0.75,0.84,4,195,3,0,0,marketing,low
8783,0,0.66,0.93,4,248,3,0,0,management,high
11186,0,0.8,0.75,4,224,3,0,1,sales,medium
143,1,0.37,0.47,2,152,3,0,0,product_mng,low
7433,0,0.2,0.8,6,251,5,0,0,accounting,medium
5581,0,0.48,0.94,4,231,4,0,0,marketing,medium
8737,0,0.74,0.87,3,155,3,0,0,technical,medium
13684,0,0.28,0.59,6,281,3,0,0,product_mng,medium
4001,0,0.16,0.94,3,178,4,0,0,hr,medium
5378,0,0.84,0.5,5,195,3,0,0,technical,low
1195,1,0.8,0.85,4,264,5,0,0,support,medium
14418,1,0.78,0.87,4,228,5,0,0,support,low
6042,0,0.72,0.76,3,269,3,1,0,sales,medium
12802,0,0.98,0.79,5,257,4,0,0,technical,medium
9417,0,0.14,0.89,3,212,6,0,0,accounting,low
1285,1,0.41,0.52,2,127,3,0,0,IT,medium
7054,0,0.22,0.64,6,260,4,0,0,hr,high
13764,0,0.96,0.55,3,164,3,0,0,sales,medium
1866,1,0.45,0.46,2,159,3,0,0,hr,high
4476,0,0.86,0.6,5,134,2,1,0,support,low
11663,0,0.63,0.52,5,209,8,1,0,RandD,low
14045,0,0.53,1.0,3,164,4,0,0,IT,medium
4226,0,0.95,0.64,3,262,3,0,0,sales,low
6665,0,0.52,0.86,6,103,4,0,0,sales,low
935,1,0.44,0.49,2,130,3,0,0,sales,medium
8488,0,0.66,0.53,4,162,3,0,0,sales,low
2434,0,0.65,0.75,2,151,3,0,0,IT,low
14633,1,0.86,1.0,5,257,5,0,0,technical,medium
1804,1,0.38,0.51,2,137,3,0,0,support,low
8542,0,0.52,0.76,4,106,2,1,0,product_mng,low
12809,0,0.52,0.98,4,265,3,0,0,product_mng,medium
1044,1,0.63,0.94,3,179,2,0,0,support,medium
4434,0,0.66,0.68,4,152,3,0,0,marketing,high
738,1,0.11,0.87,6,257,4,0,0,support,medium
10826,0,0.87,0.48,4,264,3,0,0,IT,medium
13199,0,0.32,0.86,4,266,4,0,0,RandD,low
13638,0,0.84,0.8,4,236,3,0,0,marketing,low
5832,0,0.7,0.79,6,145,3,0,0,accounting,medium
11625,0,0.68,0.97,3,250,3,1,0,product_mng,medium
13008,0,0.73,0.86,3,200,4,0,0,technical,medium
10062,0,0.82,0.89,5,182,3,0,0,IT,low
1824,1,0.44,0.51,2,152,3,0,0,product_mng,medium
14051,0,0.5,0.9,5,226,2,0,0,management,high
4493,0,0.68,0.52,5,203,3,0,0,IT,low
7821,0,0.42,0.41,5,240,2,0,0,technical,medium
11164,0,0.91,0.68,4,132,4,0,0,IT,medium
2268,0,0.96,0.67,6,190,3,0,0,support,low
6366,0,0.6,0.91,3,157,4,0,0,hr,medium
6914,0,0.69,1.0,5,237,3,0,0,technical,high
3663,0,0.24,0.7,5,172,4,0,0,sales,high
10839,0,0.9,0.67,2,229,4,0,0,sales,low
2685,0,0.63,0.5,3,140,2,0,0,sales,high
9648,0,0.61,0.46,4,172,3,0,0,accounting,low
11369,0,0.86,0.84,3,177,3,0,0,sales,medium
12529,1,0.39,0.57,2,145,3,0,0,accounting,medium
9561,0,0.8,0.5,3,219,3,0,0,sales,low
11145,0,0.56,0.94,3,154,3,1,0,support,low
2516,0,0.84,0.87,3,271,3,0,0,marketing,low
12494,1,0.84,1.0,5,218,5,0,0,technical,medium
1831,1,0.14,0.47,4,175,2,0,0,RandD,medium
13422,0,0.5,0.82,2,286,6,0,0,sales,medium
7552,0,0.37,0.71,2,139,4,0,0,RandD,high
13238,0,0.57,0.72,4,214,2,1,0,sales,low
5377,0,0.89,0.95,5,203,3,0,0,technical,low
11475,0,0.67,0.65,3,265,3,0,0,product_mng,medium
1033,1,0.42,0.56,2,158,3,0,0,technical,low
6358,0,0.81,0.98,5,243,6,0,0,sales,medium
6680,0,0.78,0.72,4,258,3,0,0,technical,medium
8606,0,0.91,0.5,3,276,4,0,0,support,low
5582,0,0.66,0.99,4,209,3,0,0,sales,medium
3153,0,0.21,0.44,4,163,6,0,0,sales,high
9666,0,0.86,0.96,5,246,3,0,0,support,medium
12936,0,0.52,0.55,3,225,2,0,0,technical,low
8505,0,0.74,0.9,4,156,4,0,0,hr,medium
4846,0,0.57,0.57,4,141,3,0,0,technical,low
11610,0,0.89,0.86,4,153,3,0,0,accounting,low
6427,0,0.84,0.63,4,135,2,0,0,sales,medium
7680,0,0.72,0.89,4,217,3,0,0,support,medium
7037,0,0.47,0.47,2,221,6,0,0,sales,low
7727,0,0.61,0.47,2,149,3,0,0,sales,medium
10234,0,0.61,0.74,3,160,3,0,0,marketing,medium
4423,0,0.84,0.55,3,242,3,0,0,RandD,medium
8862,0,0.25,0.96,6,217,4,0,0,marketing,low
4072,0,0.96,0.49,4,252,3,1,0,sales,medium
5716,0,0.62,0.61,6,103,4,0,0,product_mng,medium
8884,0,0.5,0.54,5,173,2,0,0,accounting,medium
4348,0,0.78,0.92,5,242,4,0,0,RandD,medium
7530,0,0.55,0.76,4,257,3,0,0,support,medium
6913,0,0.24,0.48,4,145,3,1,0,technical,high
9261,0,0.8,0.56,6,111,6,0,0,sales,low
10803,0,0.5,0.75,3,204,2,0,0,technical,high
1166,1,0.42,0.54,2,135,3,0,0,sales,medium
1642,1,0.11,0.78,6,247,4,0,0,technical,low
11343,0,0.69,0.9,3,185,4,0,0,product_mng,low
14452,1,0.37,0.46,2,156,3,0,0,sales,low
9132,0,0.91,0.49,2,180,3,0,0,support,low
12999,0,0.6,0.73,5,241,3,0,0,sales,high
8766,0,0.21,0.84,3,194,2,0,0,IT,medium
2939,0,0.54,0.64,2,219,3,0,0,technical,low
11677,0,0.64,0.48,3,147,7,0,0,sales,high
4408,0,0.57,0.69,4,146,3,0,0,support,low
6458,0,0.67,0.76,5,181,3,0,0,support,high
10316,0,0.67,0.9,5,171,3,0,0,sales,medium
8601,0,0.56,0.88,4,273,3,0,0,support,low
4575,0,0.71,0.74,3,202,2,0,0,RandD,medium
5360,0,0.74,0.97,3,239,4,1,0,sales,medium
3613,0,0.6,0.95,3,266,3,0,0,sales,medium
7862,0,0.68,1.0,3,205,4,0,0,accounting,low
12276,1,0.1,0.97,6,267,4,1,0,support,low
627,1,0.41,0.46,2,156,3,1,0,sales,low
2189,0,0.92,0.91,4,222,2,0,0,support,low
8848,0,0.53,0.71,4,271,3,0,0,IT,medium
12423,1,0.4,0.46,2,143,3,0,0,technical,high
6712,0,0.89,0.52,3,190,3,0,0,RandD,medium
12409,1,0.82,0.98,4,233,5,0,0,sales,low
3348,0,0.99,0.9,4,164,3,0,0,product_mng,high
831,1,0.73,1.0,5,274,5,0,0,product_mng,low
4400,0,0.8,0.73,5,135,3,0,0,support,medium
12776,1,0.1,0.97,6,254,5,0,0,sales,medium
4148,0,0.9,0.96,2,258,2,0,0,sales,low
1974,1,0.36,0.48,2,152,3,0,0,product_mng,medium
281,1,0.27,0.56,3,301,3,0,0,support,low
10794,0,0.66,0.8,4,192,3,0,0,hr,medium
7572,0,0.62,0.76,4,163,3,0,0,sales,high
3628,0,0.21,0.93,4,243,4,0,0,technical,low
13811,0,0.95,0.75,4,151,3,0,0,product_mng,medium
12635,1,0.39,0.57,2,127,3,0,0,sales,low
13294,0,0.65,0.63,4,143,8,0,0,management,medium
2279,0,0.96,0.45,6,232,2,1,0,product_mng,low
7071,0,0.57,0.73,3,129,3,0,0,support,medium
9572,0,0.59,0.79,2,195,3,0,0,hr,low
14163,0,0.52,0.62,5,239,2,0,0,sales,medium
11555,0,0.98,0.44,4,154,6,1,0,sales,medium
1332,1,0.1,0.8,6,248,4,0,0,technical,low
10485,0,0.62,0.79,5,172,3,0,0,accounting,low
4656,0,0.78,0.49,4,222,2,0,0,marketing,medium
529,1,0.39,0.57,2,145,3,0,0,accounting,medium
11068,0,0.12,0.49,4,191,5,0,0,IT,low
7331,0,0.99,0.63,5,229,2,0,0,support,medium
5468,0,0.52,0.49,4,98,3,0,0,support,medium
8386,0,0.48,0.97,4,141,2,0,0,IT,low
1456,1,0.39,0.51,2,155,3,0,0,management,low
5001,0,0.66,0.71,3,136,3,1,0,technical,medium
1884,1,0.87,0.91,5,228,5,0,0,support,low
254,1,0.6,0.92,2,258,5,0,0,sales,low
8289,0,0.89,0.98,3,214,3,0,0,technical,medium
14110,0,0.74,0.94,4,157,2,0,0,sales,medium
8414,0,0.82,0.77,4,205,3,0,0,sales,medium
317,1,0.37,0.46,2,153,3,0,0,sales,low
2453,0,0.51,0.49,4,234,2,0,0,sales,medium
137,1,0.42,0.48,2,129,3,0,0,management,low
12476,1,0.11,0.87,5,271,4,0,0,sales,low
3323,0,0.84,0.51,4,173,2,0,0,technical,low
14282,1,0.09,0.77,5,275,4,0,0,product_mng,medium
11179,0,0.65,0.9,6,217,4,1,1,RandD,medium
7227,0,0.89,0.9,4,101,6,0,0,support,medium
5980,0,0.65,0.7,3,243,3,0,0,sales,medium
3443,0,0.72,0.73,5,134,2,0,0,sales,low
13441,0,0.99,0.84,4,142,10,0,0,technical,high
1065,1,0.43,0.52,2,142,3,0,0,RandD,low
11358,0,0.73,0.77,3,233,3,0,0,sales,medium
6939,0,1.0,0.87,3,274,3,0,0,product_mng,medium
13384,0,0.95,0.88,3,199,3,0,0,IT,medium
6617,0,0.68,0.73,4,197,3,0,0,support,low
5521,0,0.72,0.75,3,166,3,0,1,sales,high
12468,1,0.9,0.92,5,245,5,0,0,sales,low
9070,0,0.9,0.83,3,151,3,0,0,IT,low
7534,0,0.72,0.52,3,143,4,1,0,support,low
12724,1,0.45,0.56,2,146,3,0,0,technical,medium
1189,1,0.36,0.51,2,155,3,0,0,support,low
12685,1,0.79,0.84,4,240,5,0,0,sales,medium
388,1,0.45,0.5,2,157,3,0,0,marketing,medium
5429,0,0.57,0.61,5,191,4,0,0,sales,medium
14460,1,0.11,0.84,6,298,4,0,0,sales,low
4512,0,0.54,0.92,4,228,3,0,1,marketing,medium
7088,0,0.94,0.58,3,135,3,0,0,IT,low
11372,0,0.98,0.74,3,185,3,0,0,sales,medium
10642,0,0.76,0.7,3,136,2,0,0,hr,high
12537,1,0.45,0.45,2,154,3,1,0,support,medium
14820,1,0.1,0.85,7,279,4,0,0,RandD,medium
2490,0,0.69,0.64,5,265,2,1,0,support,high
5513,0,0.23,0.5,5,100,3,0,0,sales,medium
12970,0,0.58,0.77,4,140,3,0,0,RandD,low
6030,0,0.54,0.82,2,279,3,1,0,marketing,low
866,1,0.41,0.46,2,128,3,0,0,accounting,low
5905,0,0.91,0.66,4,163,3,0,0,sales,low
10884,0,0.67,0.87,5,254,2,0,0,support,low
11695,0,0.81,0.78,3,165,3,0,0,technical,high
8539,0,0.73,0.83,4,241,3,0,0,IT,medium
4526,0,0.92,0.61,2,228,2,0,0,sales,low
8011,0,0.66,0.93,4,187,2,0,0,RandD,low
14757,1,0.37,0.47,2,149,3,0,0,sales,low
1084,1,0.77,0.83,4,245,5,0,0,sales,medium
1587,1,0.09,0.96,6,281,4,0,0,management,medium
5690,0,0.4,0.62,3,283,5,0,0,technical,low
5601,0,0.63,0.79,5,215,2,1,0,accounting,medium
6711,0,0.76,0.62,4,190,3,0,0,RandD,medium
1326,1,0.1,0.77,6,272,4,0,0,accounting,low
158,1,0.39,0.5,2,136,3,0,0,management,low
5004,0,0.91,0.99,5,152,3,0,0,technical,medium
3806,0,0.68,0.55,3,213,3,0,0,product_mng,medium
216,1,0.36,0.48,2,158,3,0,0,IT,low
10025,0,0.42,0.85,3,150,3,0,0,sales,low
10631,0,0.6,0.62,5,165,2,0,0,sales,medium
3385,0,0.79,0.55,3,147,3,0,0,sales,medium
7269,0,0.97,0.84,3,223,3,0,0,sales,low
3800,0,0.8,0.6,5,234,2,0,0,IT,low
3766,0,0.44,0.74,5,253,2,0,0,accounting,medium
13407,0,0.22,0.7,2,274,10,0,0,sales,high
5226,0,0.93,0.94,3,183,2,0,0,technical,low
14335,1,0.46,0.49,2,138,3,0,0,support,low
2293,0,0.75,0.77,4,136,3,0,0,management,medium
9967,0,0.87,0.64,3,187,2,0,0,technical,medium
10502,0,0.58,0.91,5,185,2,0,0,support,low
8607,0,0.76,0.79,3,162,2,1,0,technical,medium
3844,0,0.75,0.57,5,162,3,0,0,accounting,medium
11296,0,0.69,0.73,4,257,10,1,0,sales,medium
8099,0,0.34,0.59,2,164,2,0,0,sales,low
1759,1,0.73,1.0,5,253,6,0,0,support,low
3306,0,0.63,0.64,4,212,4,0,0,sales,medium
805,1,0.36,0.62,4,237,2,0,0,technical,medium
1336,1,0.44,0.46,2,154,3,0,0,technical,low
7297,0,0.61,0.57,4,144,3,0,0,technical,medium
747,1,0.43,0.51,2,130,3,0,0,IT,low
11405,0,0.6,0.62,3,238,4,0,1,marketing,medium
8513,0,0.3,0.98,2,109,4,1,0,technical,low
6210,0,0.98,0.96,5,183,3,1,0,accounting,medium
13370,0,0.6,0.62,5,274,3,0,0,management,medium
9361,0,0.66,0.84,3,170,4,0,0,support,low
13406,0,0.47,0.79,3,284,10,0,0,sales,low
12251,1,0.79,0.92,5,254,6,0,0,sales,low
3691,0,0.79,0.93,5,160,4,1,0,accounting,medium
4017,0,0.69,0.91,4,186,3,0,0,support,low
14914,1,0.4,0.49,2,144,3,0,0,support,low
4490,0,0.16,0.65,5,165,3,0,0,IT,low
916,1,0.11,0.82,6,304,4,1,0,accounting,low
975,1,0.36,0.54,2,136,3,0,0,IT,low
875,1,0.11,0.94,6,277,5,0,0,technical,low
12183,1,0.11,0.8,6,285,4,0,0,accounting,medium
3842,0,0.44,0.81,3,248,2,0,0,accounting,medium
2830,0,0.84,0.92,4,274,3,0,0,management,medium
2899,0,0.97,0.61,3,165,2,0,0,RandD,low
2608,0,0.52,0.57,3,150,3,0,0,sales,low
918,1,0.11,0.85,6,259,4,0,0,technical,medium
11199,0,0.84,0.85,4,207,10,0,0,sales,low
2375,0,0.72,0.51,3,160,3,0,0,sales,medium
2427,0,0.81,0.92,5,259,3,0,0,IT,low
9749,0,0.59,0.49,4,149,4,0,0,support,low
11623,0,0.66,0.95,5,192,7,0,0,sales,medium
3410,0,0.21,0.66,4,165,5,0,0,support,low
7604,0,0.73,0.52,2,113,5,1,0,support,medium
4367,0,0.83,0.53,3,211,4,1,0,sales,low
1768,1,0.37,0.52,2,141,3,0,0,sales,low
8875,0,0.92,0.88,3,145,4,1,0,sales,high
2507,0,0.93,0.97,3,256,2,1,0,product_mng,low
4622,0,0.97,0.68,3,185,2,0,0,technical,medium
13548,0,0.65,0.37,3,170,6,0,0,IT,low
2044,0,0.98,0.97,3,196,3,0,0,management,low
7099,0,0.59,0.53,4,216,2,0,0,marketing,medium
8709,0,0.68,0.85,5,173,3,0,0,marketing,low
5928,0,0.84,0.74,2,168,3,0,0,support,low
8571,0,0.86,0.65,5,166,3,0,0,sales,medium
4696,0,0.85,0.88,3,235,2,0,0,technical,medium
3590,0,0.64,0.71,5,212,2,0,0,technical,low
3553,0,0.31,0.64,6,183,2,1,0,technical,low
2983,0,0.51,0.53,3,156,3,0,0,management,low
6556,0,0.3,0.53,3,148,4,0,0,IT,medium
428,1,0.37,0.45,2,126,3,0,0,support,medium
8311,0,0.7,0.6,3,187,2,0,0,product_mng,high
3637,0,0.55,0.41,4,132,5,1,0,support,medium
14170,0,0.85,0.64,5,256,7,0,0,product_mng,low
11911,0,0.64,0.64,2,190,3,0,0,sales,low
3114,0,0.3,0.64,2,137,3,0,0,management,high
4299,0,0.59,0.71,5,169,2,0,0,sales,low
12018,1,0.45,0.51,2,160,3,1,1,sales,low
11838,0,0.43,0.88,2,149,4,0,0,product_mng,medium
185,1,0.4,0.46,2,127,3,0,0,hr,medium
5258,0,0.66,0.6,3,262,2,1,0,IT,low
5732,0,0.67,0.89,2,173,3,0,0,marketing,low
3596,0,0.48,0.5,4,173,3,0,0,sales,low
14050,0,0.49,0.62,4,161,2,0,0,IT,medium
1733,1,0.42,0.52,2,160,3,0,0,support,low
12563,1,0.1,0.77,7,291,4,0,0,accounting,low
4467,0,0.89,0.78,3,185,2,1,0,technical,medium
4437,0,0.98,0.84,4,182,3,0,0,sales,medium
9528,0,0.27,0.85,2,277,6,1,0,IT,low
13695,0,0.78,0.65,3,139,3,0,0,marketing,high
1910,1,0.1,0.84,5,303,5,0,0,accounting,medium
863,1,0.39,0.55,2,146,3,0,0,sales,low
435,1,0.41,0.47,2,135,3,0,0,support,low
1309,1,0.56,0.75,5,236,2,0,0,sales,medium
2905,0,0.69,0.9,2,155,2,0,0,technical,low
8749,0,0.15,0.84,3,201,6,0,0,support,medium
2056,0,0.81,0.61,5,231,2,0,0,RandD,medium
12703,1,0.44,0.53,2,159,3,0,0,sales,low
10175,0,0.31,0.75,3,120,4,0,0,sales,high
12739,1,0.11,0.85,7,275,4,0,0,support,medium
13629,0,0.75,0.99,2,237,5,1,0,product_mng,low
10860,0,0.76,0.94,3,189,3,0,0,sales,medium
7650,0,0.76,0.77,5,133,2,0,0,sales,high
10193,0,0.87,0.92,2,248,3,0,0,technical,low
5724,0,0.65,0.6,4,200,4,0,0,RandD,low
6179,0,0.63,0.71,5,141,2,0,0,RandD,medium
6278,0,0.69,0.68,3,138,3,0,0,sales,low
14851,1,0.37,0.52,2,128,3,0,0,accounting,low
8251,0,0.53,0.74,3,135,2,0,0,marketing,low
5720,0,0.82,0.78,5,232,3,0,0,RandD,low
12047,1,0.57,0.7,3,273,6,0,0,support,low
1485,1,0.11,0.88,7,253,4,0,0,hr,low
7639,0,0.58,0.92,3,232,5,0,0,marketing,medium
2924,0,0.69,0.55,5,242,2,0,0,sales,medium
376,1,0.56,0.71,4,296,2,0,0,IT,medium
14215,1,0.37,0.52,2,159,3,0,0,sales,low
11557,0,0.97,0.54,3,154,8,1,0,sales,medium
5725,0,0.57,0.61,5,254,5,0,0,marketing,low
6753,0,0.9,0.57,4,186,4,0,0,technical,medium
13941,0,0.91,0.58,3,220,7,0,1,sales,low
9995,0,0.93,0.79,5,241,4,0,0,marketing,high
4076,0,0.8,0.8,4,252,6,0,0,hr,medium
8630,0,0.9,0.52,4,167,3,1,0,technical,low
6150,0,0.67,0.66,3,151,3,0,0,technical,low
618,1,0.45,0.57,2,148,3,0,0,marketing,high
3116,0,0.56,0.7,3,214,2,0,0,IT,medium
2186,0,0.83,0.54,3,149,3,0,0,support,low
10007,0,0.13,0.77,4,201,5,0,0,marketing,medium
11240,0,0.78,0.89,4,272,2,0,0,support,low
3453,0,0.8,0.94,4,200,4,0,0,sales,medium
6144,0,0.96,0.77,3,193,3,0,0,technical,medium
6303,0,0.74,0.92,4,258,3,1,0,technical,low
6940,0,0.6,0.73,5,203,2,0,0,IT,medium
13771,0,0.2,0.6,5,261,8,0,0,sales,medium
2706,0,0.43,0.68,3,197,2,0,0,technical,low
12565,1,0.79,0.58,3,294,4,0,0,hr,low
9615,0,0.95,0.55,5,134,3,0,0,IT,medium
5083,0,0.78,0.77,3,149,4,1,0,support,medium
12298,1,0.45,0.48,2,136,3,0,0,product_mng,medium
8722,0,0.57,0.62,3,198,4,0,0,sales,medium
2570,0,0.8,0.96,3,257,5,0,0,support,medium
6628,0,0.49,0.97,4,166,5,0,0,product_mng,low
4921,0,0.83,0.94,4,243,3,0,0,technical,low
12009,1,0.42,0.53,2,142,3,0,0,sales,low
5841,0,0.61,0.5,4,216,2,0,0,technical,low
3326,0,0.94,0.97,5,197,5,1,0,technical,low
7868,0,0.33,0.72,2,173,2,0,0,marketing,low
14350,1,0.73,0.87,5,257,5,0,0,IT,low
1917,1,0.37,0.45,2,149,3,0,0,sales,low
8987,0,0.89,1.0,4,226,2,1,0,technical,low
3994,0,0.63,0.98,4,160,2,0,0,sales,medium
9469,0,0.16,0.87,5,163,3,0,0,management,medium
10559,0,0.49,0.5,5,170,2,0,0,sales,medium
7785,0,0.65,0.74,4,237,3,1,0,sales,low
4178,0,0.95,0.67,4,270,4,0,0,support,medium
14429,1,0.43,0.53,2,131,3,0,0,IT,low
9347,0,0.38,0.6,4,190,2,0,0,technical,low
9805,0,0.63,0.82,5,268,3,0,0,hr,high
6349,0,0.34,0.81,4,116,3,1,0,sales,low
1714,1,0.41,0.56,2,133,3,0,0,hr,medium
9614,0,0.76,0.48,5,173,3,0,0,accounting,high
11260,0,0.74,0.6,4,274,10,1,0,management,medium
7448,0,0.55,0.98,4,137,2,0,0,technical,medium
1517,1,0.45,0.5,2,145,3,0,0,product_mng,medium
5575,0,0.67,0.69,5,225,3,0,0,accounting,medium
9794,0,0.78,0.54,4,102,3,0,0,sales,low
867,1,0.42,0.56,2,128,3,0,0,accounting,low
147,1,0.11,0.87,6,306,4,0,0,IT,low
8531,0,0.96,0.85,3,168,3,0,0,technical,medium
11854,0,0.7,0.93,3,250,3,0,0,marketing,low
14601,1,0.78,1.0,4,253,5,0,0,marketing,low
4033,0,0.94,0.6,4,215,2,1,0,IT,medium
7711,0,0.96,0.57,3,263,3,0,0,support,low
7506,0,0.14,0.41,6,114,3,0,0,sales,low
2059,0,0.68,0.54,3,251,2,0,0,RandD,medium
12909,0,0.88,0.65,5,228,3,0,0,sales,medium
8555,0,0.85,0.6,3,218,3,0,0,management,low
12907,0,0.82,0.67,3,229,3,0,0,sales,medium
7442,0,0.91,0.43,4,117,5,1,0,technical,medium
1955,1,0.09,0.81,6,257,4,0,0,support,low
1116,1,0.09,0.85,6,260,4,0,0,support,medium
8582,0,0.49,0.98,3,224,3,0,0,hr,medium
14325,1,0.84,1.0,5,234,5,0,0,technical,medium
8171,0,0.83,0.58,4,225,3,0,0,technical,low
13722,0,0.72,0.88,5,216,10,1,0,support,medium
11039,0,0.31,0.87,6,240,3,1,0,hr,low
4232,0,0.82,0.92,3,187,3,1,0,hr,medium
6933,0,0.87,0.97,4,160,3,0,0,IT,low
2797,0,0.57,0.72,3,202,3,1,0,support,medium
5121,0,0.9,0.67,4,233,3,0,1,sales,medium
8207,0,1.0,0.71,5,186,2,0,0,technical,low
11587,0,0.18,0.49,3,240,2,1,0,marketing,low
11316,0,0.66,0.81,3,174,3,0,0,technical,low
4945,0,0.53,0.98,3,219,4,0,0,IT,low
